city_id,city_name,market_tier,population,week_start,total_orders,cancelled_orders,complaints,avg_delivery_mins,total_revenue,avg_rating,active_restaurants,active_couriers,avg_courier_earnings,target_avg_delivery_mins,target_cancellation_rate
5,Frankfurt,Tier-2,753000,2025-10-27,679,165,60,36.45,19369.53,3.04,1,140,51.53,33,0.05
5,Frankfurt,Tier-2,753000,2025-11-03,652,144,59,36.07,18416.18,2.95,1,130,52.87,33,0.05
5,Frankfurt,Tier-2,753000,2025-11-10,741,197,73,36.25,21115.46,3.00,1,131,54.7,33,0.05
6,Stuttgart,Tier-2,634000,2025-08-18,326,85,28,37.60,9021.83,2.89,1,115,50.86,33,0.05
6,Stuttgart,Tier-2,634000,2025-08-25,465,127,52,37.71,13054.39,2.91,1,135,53.89,33,0.05
6,Stuttgart,Tier-2,634000,2025-09-01,429,102,45,37.92,11875.08,2.91,1,128,53.16,33,0.05
6,Stuttgart,Tier-2,634000,2025-09-08,400,86,40,37.47,10983.51,3.11,1,137,50.15,33,0.05
6,Stuttgart,Tier-2,634000,2025-09-15,420,97,46,38.04,11364.44,2.97,1,142,52.84,33,0.05
6,Stuttgart,Tier-2,634000,2025-09-22,465,110,37,37.56,12920.73,3.04,1,126,49.64,33,0.05
6,Stuttgart,Tier-2,634000,2025-09-29,435,97,37,37.30,12232.58,3.07,1,139,49.76,33,0.05
6,Stuttgart,Tier-2,634000,2025-10-06,504,135,40,37.75,13904.67,2.89,1,136,53.29,33,0.05
6,Stuttgart,Tier-2,634000,2025-10-13,423,114,43,37.18,11649.19,3.01,1,129,53.72,33,0.05
6,Stuttgart,Tier-2,634000,2025-10-20,438,108,50,38.12,12267.42,3.07,1,136,50.52,33,0.05
6,Stuttgart,Tier-2,634000,2025-10-27,436,108,39,38.02,12368.9,3.04,1,134,53.42,33,0.05
6,Stuttgart,Tier-2,634000,2025-11-03,451,107,51,37.47,12080.63,3.02,1,125,50.51,33,0.05
6,Stuttgart,Tier-2,634000,2025-11-10,400,87,38,37.30,11020.89,2.96,1,140,54.1,33,0.05
7,Dusseldorf,Tier-2,619000,2025-08-18,256,65,21,38.66,7148.23,3.04,1,128,54.45,33,0.05
7,Dusseldorf,Tier-2,619000,2025-08-25,340,95,29,38.81,9559.67,3.00,1,136,49.11,33,0.05
7,Dusseldorf,Tier-2,619000,2025-09-01,288,65,33,38.11,8331.05,3.05,1,139,52.98,33,0.05
7,Dusseldorf,Tier-2,619000,2025-09-08,292,74,36,38.59,8084.98,3.17,1,131,51.52,33,0.05
7,Dusseldorf,Tier-2,619000,2025-09-15,315,84,34,39.17,8554.88,2.95,1,141,51.56,33,0.05
7,Dusseldorf,Tier-2,619000,2025-09-22,282,72,31,38.48,8054.14,3.10,1,124,54,33,0.05
7,Dusseldorf,Tier-2,619000,2025-09-29,293,76,34,39.03,8110.68,2.99,1,134,52.04,33,0.05
7,Dusseldorf,Tier-2,619000,2025-10-06,306,69,31,38.56,8886.69,3.09,1,140,51.76,33,0.05
7,Dusseldorf,Tier-2,619000,2025-10-13,307,65,38,38.56,8345.42,2.98,1,129,53.06,33,0.05
7,Dusseldorf,Tier-2,619000,2025-10-20,322,80,30,38.86,9132.01,3.03,1,137,51.9,33,0.05
7,Dusseldorf,Tier-2,619000,2025-10-27,302,94,26,38.84,8472.4,2.96,1,133,50.14,33,0.05
7,Dusseldorf,Tier-2,619000,2025-11-03,290,74,30,38.58,8132.6,3.05,1,143,54.78,33,0.05
7,Dusseldorf,Tier-2,619000,2025-11-10,307,72,32,38.28,8565.79,3.05,1,131,51.92,33,0.05
8,Dortmund,Tier-2,588000,2025-08-18,0,0,0,31.00,0,4.30,20,123,52.51,33,0.05
8,Dortmund,Tier-2,588000,2025-08-25,0,0,0,31.00,0,4.30,20,131,52.39,33,0.05
8,Dortmund,Tier-2,588000,2025-09-01,0,0,0,31.00,0,4.30,20,135,52.41,33,0.05
8,Dortmund,Tier-2,588000,2025-09-08,0,0,0,31.00,0,4.30,20,127,55.11,33,0.05
8,Dortmund,Tier-2,588000,2025-09-15,0,0,0,31.00,0,4.30,20,125,52.58,33,0.05
8,Dortmund,Tier-2,588000,2025-09-22,0,0,0,31.00,0,4.30,20,137,51.54,33,0.05
8,Dortmund,Tier-2,588000,2025-09-29,0,0,0,31.00,0,4.30,20,147,51.64,33,0.05
8,Dortmund,Tier-2,588000,2025-10-06,0,0,0,31.00,0,4.30,20,137,53.36,33,0.05
8,Dortmund,Tier-2,588000,2025-10-13,0,0,0,31.00,0,4.30,20,137,50.58,33,0.05
8,Dortmund,Tier-2,588000,2025-10-20,0,0,0,31.00,0,4.30,20,134,53.76,33,0.05
8,Dortmund,Tier-2,588000,2025-10-27,0,0,0,31.00,0,4.30,20,127,51.95,33,0.05
8,Dortmund,Tier-2,588000,2025-11-03,0,0,0,31.00,0,4.30,20,136,54.73,33,0.05
8,Dortmund,Tier-2,588000,2025-11-10,0,0,0,31.00,0,4.30,20,134,51.55,33,0.05
9,Essen,Tier-3,583000,2025-08-18,924,225,88,39.56,25736.48,3.01,1,112,51.12,33,0.05
9,Essen,Tier-3,583000,2025-08-25,1123,283,110,39.13,30847.29,3.05,1,140,51.54,33,0.05
9,Essen,Tier-3,583000,2025-09-01,1103,274,100,39.21,31054.53,3.06,1,129,49.78,33,0.05
9,Essen,Tier-3,583000,2025-09-08,1180,299,119,39.45,32886.79,3.01,1,135,51.79,33,0.05
9,Essen,Tier-3,583000,2025-09-15,1126,270,120,39.50,31697.99,3.01,1,137,51.07,33,0.05
9,Essen,Tier-3,583000,2025-09-22,1138,290,137,39.26,32192.35,3.05,1,140,49.19,33,0.05
9,Essen,Tier-3,583000,2025-09-29,1139,312,115,39.66,31784.35,2.98,1,136,51.72,33,0.05
9,Essen,Tier-3,583000,2025-10-06,1151,298,101,39.49,31738.81,2.95,1,149,52.93,33,0.05
9,Essen,Tier-3,583000,2025-10-13,1132,290,110,39.17,32167.94,3.00,1,135,53.52,33,0.05
9,Essen,Tier-3,583000,2025-10-20,1155,297,126,39.23,32092.01,3.03,1,142,50.22,33,0.05
9,Essen,Tier-3,583000,2025-10-27,1070,266,124,39.11,30584.66,3.00,1,140,53.67,33,0.05
9,Essen,Tier-3,583000,2025-11-03,1110,271,87,39.66,31134.14,3.01,1,136,51.3,33,0.05
9,Essen,Tier-3,583000,2025-11-10,1147,308,133,39.27,31321.88,2.99,1,136,51.51,33,0.05
10,Leipzig,Tier-3,587000,2025-08-18,0,0,0,31.00,0,4.30,20,127,48.71,33,0.05
10,Leipzig,Tier-3,587000,2025-08-25,0,0,0,31.00,0,4.30,20,141,53.04,33,0.05
10,Leipzig,Tier-3,587000,2025-09-01,0,0,0,31.00,0,4.30,20,142,52.48,33,0.05
10,Leipzig,Tier-3,587000,2025-09-08,0,0,0,31.00,0,4.30,20,128,55.3,33,0.05
10,Leipzig,Tier-3,587000,2025-09-15,0,0,0,31.00,0,4.30,20,141,52.67,33,0.05
10,Leipzig,Tier-3,587000,2025-09-22,0,0,0,31.00,0,4.30,20,130,50.64,33,0.05
10,Leipzig,Tier-3,587000,2025-09-29,0,0,0,31.00,0,4.30,20,132,50.85,33,0.05
10,Leipzig,Tier-3,587000,2025-10-06,0,0,0,31.00,0,4.30,20,149,51.14,33,0.05
10,Leipzig,Tier-3,587000,2025-10-13,0,0,0,31.00,0,4.30,20,138,54.81,33,0.05
10,Leipzig,Tier-3,587000,2025-10-20,0,0,0,31.00,0,4.30,20,135,51.18,33,0.05
10,Leipzig,Tier-3,587000,2025-10-27,0,0,0,31.00,0,4.30,20,128,53.52,33,0.05
10,Leipzig,Tier-3,587000,2025-11-03,0,0,0,31.00,0,4.30,20,124,50.76,33,0.05
10,Leipzig,Tier-3,587000,2025-11-10,0,0,0,31.00,0,4.30,20,140,51.36,33,0.05
11,Bremen,Tier-3,569000,2025-08-18,0,0,0,31.00,0,4.30,20,135,51.06,33,0.05
11,Bremen,Tier-3,569000,2025-08-25,0,0,0,31.00,0,4.30,20,143,51.27,33,0.05
11,Bremen,Tier-3,569000,2025-09-01,0,0,0,31.00,0,4.30,20,131,51.95,33,0.05
11,Bremen,Tier-3,569000,2025-09-08,0,0,0,31.00,0,4.30,20,142,52.44,33,0.05
11,Bremen,Tier-3,569000,2025-09-15,0,0,0,31.00,0,4.30,20,136,52.6,33,0.05
11,Bremen,Tier-3,569000,2025-09-22,0,0,0,31.00,0,4.30,20,141,54.8,33,0.05
11,Bremen,Tier-3,569000,2025-09-29,0,0,0,31.00,0,4.30,20,124,48.91,33,0.05
11,Bremen,Tier-3,569000,2025-10-06,0,0,0,31.00,0,4.30,20,133,54.23,33,0.05
11,Bremen,Tier-3,569000,2025-10-13,0,0,0,31.00,0,4.30,20,129,51.55,33,0.05
11,Bremen,Tier-3,569000,2025-10-20,0,0,0,31.00,0,4.30,20,149,55.43,33,0.05
11,Bremen,Tier-3,569000,2025-10-27,0,0,0,31.00,0,4.30,20,144,50.85,33,0.05
11,Bremen,Tier-3,569000,2025-11-03,0,0,0,31.00,0,4.30,20,137,52.44,33,0.05
11,Bremen,Tier-3,569000,2025-11-10,0,0,0,31.00,0,4.30,20,135,50.96,33,0.05
12,Hannover,Tier-3,536000,2025-08-18,984,226,93,39.36,27582.9,3.02,1,116,50.5,33,0.05
12,Hannover,Tier-3,536000,2025-08-25,1104,297,109,39.50,30378.79,3.07,1,123,54.19,33,0.05
12,Hannover,Tier-3,536000,2025-09-01,1105,254,124,39.43,31173.28,3.01,1,135,52.02,33,0.05
12,Hannover,Tier-3,536000,2025-09-08,1152,283,131,39.62,31850.49,2.91,1,137,49.13,33,0.05
12,Hannover,Tier-3,536000,2025-09-15,1192,281,115,39.25,33651.63,2.99,1,141,50.56,33,0.05
12,Hannover,Tier-3,536000,2025-09-22,1119,281,97,39.68,31474.8,3.00,1,130,51.42,33,0.05
12,Hannover,Tier-3,536000,2025-09-29,1201,278,145,39.03,33875.13,3.02,1,140,50.42,33,0.05
12,Hannover,Tier-3,536000,2025-10-06,1149,283,113,39.41,31752.86,2.96,1,137,53.95,33,0.05
12,Hannover,Tier-3,536000,2025-10-13,1141,286,107,39.45,31966.91,2.95,1,147,51,33,0.05
12,Hannover,Tier-3,536000,2025-10-20,1158,290,121,39.49,32930.24,3.00,1,127,51.14,33,0.05
12,Hannover,Tier-3,536000,2025-10-27,1139,272,107,39.21,31537.43,3.04,1,147,54.98,33,0.05
12,Hannover,Tier-3,536000,2025-11-03,1125,293,109,39.58,31341.79,2.94,1,141,51.97,33,0.05
12,Hannover,Tier-3,536000,2025-11-10,1131,279,103,39.46,31698.37,3.02,1,130,50.05,33,0.05
