complaint_id,order_id,customer_id,restaurant_id,city_id,city_name,courier_id,courier_name,complaint_category,notes,order_status,reason_cancel,actual_sla_mins,order_value,complaint_flag,is_cancelled
baaedd7d-c1f8-11f0-8e3d-489ebd4daa67,97f8ca23-c1f8-11f0-8e3d-489ebd4daa67,CUS_1_00056,RST_1_011,1,Berlin,COU_1_0922,Courier_COU_1_0922,missing_item,"Auto-generated complaint note",returned,None,34,11.73,1,0
baaede45-c1f8-11f0-8e3d-489ebd4daa67,97f8ca8e-c1f8-11f0-8e3d-489ebd4daa67,CUS_1_00084,RST_1_011,1,Berlin,COU_1_0922,Courier_COU_1_0922,missing_item,"Auto-generated complaint note",failed,None,40,45.76,1,0
baaedf06-c1f8-11f0-8e3d-489ebd4daa67,97f8cb67-c1f8-11f0-8e3d-489ebd4daa67,CUS_1_00069,RST_1_011,1,Berlin,COU_1_0922,Courier_COU_1_0922,missing_item,"Auto-generated complaint note",cancelled,late,32,11.26,1,1
baaee278-c1f8-11f0-8e3d-489ebd4daa67,97f8e7ac-c1f8-11f0-8e3d-489ebd4daa67,CUS_1_00041,RST_1_011,1,Berlin,COU_1_0922,Courier_COU_1_0922,missing_item,"Auto-generated complaint note",returned,None,41,23.44,1,0
baaee39f-c1f8-11f0-8e3d-489ebd4daa67,97f8eb20-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00072,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",returned,None,31,44.56,1,0
baaee547-c1f8-11f0-8e3d-489ebd4daa67,97f8ee3f-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00071,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",cancelled,None,38,20.31,1,1
baaee635-c1f8-11f0-8e3d-489ebd4daa67,97f8f000-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00095,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",cancelled,None,43,13.09,1,1
baaee96f-c1f8-11f0-8e3d-489ebd4daa67,97f90138-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00075,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",failed,None,49,38.09,1,0
baaeea3b-c1f8-11f0-8e3d-489ebd4daa67,97f901a3-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00060,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",delivered,None,33,38.86,1,0
baaeeb18-c1f8-11f0-8e3d-489ebd4daa67,97f9038c-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00047,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",failed,None,44,26.56,1,0
baaeebba-c1f8-11f0-8e3d-489ebd4daa67,97f903fb-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00043,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",cancelled,None,37,33.27,1,1
baaeed1c-c1f8-11f0-8e3d-489ebd4daa67,97f90a7f-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00066,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",returned,None,30,28.79,1,0
baaeede2-c1f8-11f0-8e3d-489ebd4daa67,97f90ae9-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00088,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",delivered,None,38,39.11,1,0
baaef015-c1f8-11f0-8e3d-489ebd4daa67,97f91660-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00081,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",returned,None,48,32.71,1,0
baaef0cc-c1f8-11f0-8e3d-489ebd4daa67,97f916cd-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00039,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",cancelled,None,39,42.55,1,1
baaef22a-c1f8-11f0-8e3d-489ebd4daa67,97f91cb2-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00055,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",delivered,None,37,44.75,1,0
baaef44d-c1f8-11f0-8e3d-489ebd4daa67,97f92549-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00059,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",delivered,None,37,35.23,1,0
baaef61e-c1f8-11f0-8e3d-489ebd4daa67,97f92997-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00048,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",returned,customer_cancel,37,31.39,1,0
baaef715-c1f8-11f0-8e3d-489ebd4daa67,97f92c24-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00027,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",cancelled,None,47,43.86,1,1
baaef824-c1f8-11f0-8e3d-489ebd4daa67,97f92f91-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00088,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",failed,None,30,10.73,1,0
baaef8dd-c1f8-11f0-8e3d-489ebd4daa67,97f93070-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00034,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",cancelled,None,40,24.52,1,1
baaef9f1-c1f8-11f0-8e3d-489ebd4daa67,97f9352f-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00077,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",failed,None,47,8.89,1,0
baaefcb8-c1f8-11f0-8e3d-489ebd4daa67,97f944d2-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00068,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",returned,None,49,17.83,1,0
baaefdc3-c1f8-11f0-8e3d-489ebd4daa67,97f94618-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00084,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",delivered,None,49,27.08,1,0
baaefe95-c1f8-11f0-8e3d-489ebd4daa67,97f946f0-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00014,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",cancelled,None,30,38.06,1,1
baaf0196-c1f8-11f0-8e3d-489ebd4daa67,97f957dd-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00066,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",delivered,None,33,44.29,1,0
baaf0251-c1f8-11f0-8e3d-489ebd4daa67,97f958ad-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00088,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",cancelled,None,40,41.36,1,1
baaf0368-c1f8-11f0-8e3d-489ebd4daa67,97f95caf-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00025,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",delivered,None,45,18.46,1,0
baaf0609-c1f8-11f0-8e3d-489ebd4daa67,97f96df7-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00002,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",delivered,None,43,42.95,1,0
baaf0710-c1f8-11f0-8e3d-489ebd4daa67,97f97108-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00026,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",cancelled,None,37,42.46,1,1
baaf07d5-c1f8-11f0-8e3d-489ebd4daa67,97f971e8-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00045,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",cancelled,None,39,19.15,1,1
baaf0884-c1f8-11f0-8e3d-489ebd4daa67,97f97255-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00029,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",returned,None,44,14.44,1,0
baaf0938-c1f8-11f0-8e3d-489ebd4daa67,97f97332-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00016,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",delivered,None,38,35.36,1,0
baaf0aa6-c1f8-11f0-8e3d-489ebd4daa67,97f97928-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00063,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",cancelled,None,43,22.7,1,1
baaf0b8e-c1f8-11f0-8e3d-489ebd4daa67,97f97994-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00027,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",cancelled,None,30,18.22,1,1
baaf0cc4-c1f8-11f0-8e3d-489ebd4daa67,97f97d77-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00062,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",failed,None,42,40.78,1,0
baaf0dd1-c1f8-11f0-8e3d-489ebd4daa67,97f9822e-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00086,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",returned,None,43,36.79,1,0
baaf0efb-c1f8-11f0-8e3d-489ebd4daa67,97f9845c-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00087,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",failed,None,30,21.29,1,0
baaf0fef-c1f8-11f0-8e3d-489ebd4daa67,97f984f5-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00065,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",delivered,None,48,45.11,1,0
baaf1173-c1f8-11f0-8e3d-489ebd4daa67,97f98a47-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00095,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",delivered,None,33,24.53,1,0
baaf1298-c1f8-11f0-8e3d-489ebd4daa67,97f98e33-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00008,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",failed,None,33,40.15,1,0
baaf1500-c1f8-11f0-8e3d-489ebd4daa67,97f99a5a-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00001,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",delivered,None,46,12.73,1,0
baaf15e8-c1f8-11f0-8e3d-489ebd4daa67,97f99ba2-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00075,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",delivered,None,46,39.8,1,0
baaf16f2-c1f8-11f0-8e3d-489ebd4daa67,97f99ebe-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00047,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",cancelled,None,46,47.79,1,1
baaf20c7-c1f8-11f0-8e3d-489ebd4daa67,97f9a4df-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00057,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",failed,None,38,18.43,1,0
baaf2240-c1f8-11f0-8e3d-489ebd4daa67,97f9aa8a-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00087,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,rude_courier,"Auto-generated complaint note",returned,None,31,32.85,1,0
baaf2317-c1f8-11f0-8e3d-489ebd4daa67,97f9aaf9-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00065,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,missing_item,"Auto-generated complaint note",returned,None,34,12.2,1,0
baaf2489-c1f8-11f0-8e3d-489ebd4daa67,97f9b18f-c1f8-11f0-8e3d-489ebd4daa67,CUS_9_00011,RST_9_007,9,Essen,COU_9_0908,Courier_COU_9_0908,late_delivery,"Auto-generated complaint note",cancelled,None,41,44.59,1,1
